Status vozidla,Druh vozidla,Druh vozidla 2.ø. TP,Druh registraèní znaèky,Kategorie,Tovární znaèka,Obchodní oznaèení,Výrobce vozidla,Palivo,Výrobce motoru,Barva vozidla,Druh karoserie,Výrobce karoserie,Øazení pøevodovky,Spojovací zaøízení,Platnost technické prohlídky,Bez rozlišení,Rok,Mìsíc / Bez rozlišení,Vše
PROVOZOVANÉ,AUTOBUS,JEDNOPODLAŽNÍ,RZ ELEKTRICKÉHO VOZIDLA (801-819),M2,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,OSTATNÍ,Vše,2024,May,1
PROVOZOVANÉ,AUTOBUS,JEDNOPODLAŽNÍ,STANDARDNÍ  SILNIÈNÍ (101-118),M3,ŠKODA,JINÉ,JINÉ,Elektropohon,ŠKODA/AZNP,ÈERVENÁ,JINÉ,ŠKODA/AZNP,JINÉ,Ne,PLATNÁ,Vše,2018,October,6
PROVOZOVANÉ,AUTOBUS,TØÍDA A,RZ ELEKTRICKÉHO VOZIDLA (801-819),M3,IVECO,JINÉ,IVECO,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2024,June,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),JINÉ,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,January,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L6,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ORANŽOVÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,September,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L6,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,August,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,October,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,March,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,October,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,November,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,January,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,February,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,March,3
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,July,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,March,2
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,July,4
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,August,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,December,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2018,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2019,February,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,KAPOTÁŽ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,August,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ORANŽOVÁ,JINÉ,JINÉ,JINÉ,Ne,OSTATNÍ,Vše,2019,June,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ORANŽOVÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,October,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ORANŽOVÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,March,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,March,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,April,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,ÈTYØKOLKA,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,March,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,April,2
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,August,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,February,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,August,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,April,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,May,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,June,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,RZ NA PØÁNÍ (701-719),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,October,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L6,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2020,August,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,October,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2019,February,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,July,1
PROVOZOVANÉ,ÈTYØKOLKA,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,ÈTYØKOLKA,JINÉ,JINÉ,Ano,PLATNÁ,Vše,2019,November,1
PROVOZOVANÉ,ÈTYØKOLKA,ÈTYØKOLKA,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,ÈTYØKOLKA,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,April,1
PROVOZOVANÉ,ÈTYØKOLKA,ÈTYØKOLKA,RZ ELEKTRICKÉHO VOZIDLA (801-819),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,HNÌDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,June,1
PROVOZOVANÉ,ÈTYØKOLKA,ELEKTROCENTRÁLA,STANDARDNÍ  SILNIÈNÍ (101-118),L7,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,KAPOTÁŽ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2019,March,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,December,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,May,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,May,3
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,June,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,July,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,June,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,April,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŽLUTÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,December,2
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŽLUTÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,April,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,June,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,April,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,OSTATNÍ,Vše,2021,February,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,April,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2020,December,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2021,July,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,August,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,January,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŠEDÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,May,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L1,JINÉ,JINÉ,JMSTAR MOTORCYCLE CO.,Elektropohon,Neuvedeno,ORANŽOVÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,April,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L2,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,September,1
PROVOZOVANÉ,MOPED,JINÉ,RZ ELEKTRICKÉHO VOZIDLA (801-819),L3,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŽLUTÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,October,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  MOPED (119),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ÈERNÁ,JINÉ,NEUVEDENO,JINÉ,Ne,OSTATNÍ,Vše,2010,September,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  MOPED (119),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ÈERVENÁ,JINÉ,NEUVEDENO,JINÉ,Ne,OSTATNÍ,Vše,2008,September,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  MOPED (119),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,OSTATNÍ,Vše,2023,June,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  MOPED (119),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,JINÉ,Ne,OSTATNÍ,Vše,2023,June,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  MOPED (119),LA,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ZELENÁ,JINÉ,NEUVEDENO,JINÉ,Ne,OSTATNÍ,Vše,2009,July,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),JINÉ,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,OSTATNÍ,Vše,2012,July,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ÈERNÁ,JINÉ,NEUVEDENO,JINÉ,Ne,OSTATNÍ,Vše,2011,March,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ÈERNÁ,JINÉ,NEUVEDENO,JINÉ,Ne,NEPLATNÁ,Vše,2010,July,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ÈERVENÁ,JINÉ,NEUVEDENO,JINÉ,Ne,NEPLATNÁ,Vše,2009,October,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ÈERVENÁ,SKÚTR,NEUVEDENO,JINÉ,Ne,NEPLATNÁ,Vše,2011,September,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,MODRÁ,JINÉ,NEUVEDENO,JINÉ,Ne,NEPLATNÁ,Vše,2009,September,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,MODRÁ,JINÉ,NEUVEDENO,JINÉ,Ne,NEPLATNÁ,Vše,2009,November,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,NEUVEDENO,ZELENÁ,JINÉ,NEUVEDENO,JINÉ,Ne,PLATNÁ,Vše,2009,February,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,OSTATNÍ,Vše,2020,July,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,April,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,April,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,August,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERNÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2024,April,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,BÍLÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2018,February,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ŽLUTÁ,JINÉ,JINÉ,JINÉ,Ne,NEPLATNÁ,Vše,2016,August,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,October,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,October,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2022,October,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2020,August,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,MODRÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2021,July,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L1,JMSTAR,JINÉ,JMSTAR MOTORCYCLE CO.,Elektropohon,Neuvedeno,ZELENÁ,JINÉ,JINÉ,AUTOMATICKÁ,Ne,PLATNÁ,Vše,2021,April,1
PROVOZOVANÉ,MOPED,JINÉ,STANDARDNÍ  SILNIÈNÍ (101-118),L2,JINÉ,JINÉ,JINÉ,Elektropohon,Neuvedeno,ÈERVENÁ,JINÉ,JINÉ,JINÉ,Ne,PLATNÁ,Vše,2023,September,1
